Session,Channel,Exponent,Offset,_canon,BaselineExponent,DeltaExponent,NASS,AperiodicShiftLabel
PLANT_KINGDOM_INDOOR,Cz,1.347400640015639,2.425980793058351,Cz,1.3975629646180492,-0.0501623246024101,-0.2961014419291219,aperiodic_shift_neutral
PLANT_KINGDOM_INDOOR,Fz,1.3494495609789636,2.3184521051370064,Fz,1.4877910150548543,-0.1383414540758907,-0.8166109596219654,aperiodic_shift_neutral
PLANT_KINGDOM_INDOOR,Fp1,1.017525704485979,1.923135700664398,Fp1,1.3776501645739918,-0.3601244600880129,-2.125766155200946,aperiodic_shift_negative
PLANT_KINGDOM_INDOOR,F7,1.0871507727923961,1.81329625992476,F7,1.35915084061919,-0.27200006782679376,-1.6055797438953414,aperiodic_shift_negative
PLANT_KINGDOM_INDOOR,F3,1.2458768056752751,2.13612896434819,F3,1.4189478798105437,-0.17307107413526857,-1.0216152264445253,aperiodic_shift_negative
PLANT_KINGDOM_INDOOR,FC1,1.313748782055609,2.1351704303331633,FC1,1.3587940675332595,-0.04504528547765041,-0.26589624958091324,aperiodic_shift_neutral
PLANT_KINGDOM_INDOOR,C3,1.3725411029004009,2.2306793076440457,C3,1.4113204642344037,-0.03877936133400284,-0.2289093437973762,aperiodic_shift_neutral
PLANT_KINGDOM_INDOOR,FC5,1.2134494695053695,1.98438873779113,FC5,1.359722730401271,-0.14627326089590142,-0.8634313463389632,aperiodic_shift_neutral
PLANT_KINGDOM_INDOOR,FT9,1.1450889850447503,1.4453093141059827,FT9,1.4614108773001058,-0.31632189225535545,-1.8672055004017682,aperiodic_shift_negative
PLANT_KINGDOM_INDOOR,T7,1.182910779660705,1.6693495965443932,T7,1.415344808212865,-0.23243402855216,-1.372026746232222,aperiodic_shift_negative
PLANT_KINGDOM_INDOOR,CP5,1.2286867835518815,1.9147581322354223,CP5,1.257918750200339,-0.029231966648457508,-0.17255235963718477,aperiodic_shift_neutral
PLANT_KINGDOM_INDOOR,CP1,1.4764041138598674,2.28269514433499,CP1,1.2686599201208515,0.20774419373901587,1.2262859786918643,aperiodic_shift_positive
PLANT_KINGDOM_INDOOR,P3,1.3315745469321807,2.260190235121393,P3,1.30117076407381,0.030403782858370754,0.17946943280278044,aperiodic_shift_neutral
PLANT_KINGDOM_INDOOR,P7,1.2017282442062849,1.7475171186242402,P7,1.162117191481993,0.039611052724291884,0.2338187059901481,aperiodic_shift_neutral
PLANT_KINGDOM_INDOOR,PO9,1.085415208627963,1.5823443268796156,PO9,1.0034790690385569,0.08193613958940604,0.48365798975279695,aperiodic_shift_neutral
PLANT_KINGDOM_INDOOR,O1,1.1972346714189757,2.0983729723432316,O1,1.1786033415097692,0.018631329909206462,0.10997822957567144,aperiodic_shift_neutral
PLANT_KINGDOM_INDOOR,Pz,1.4843174285491822,2.4908002425676194,Pz,1.2700257876532206,0.21429164089596164,1.2649346768830407,aperiodic_shift_positive
PLANT_KINGDOM_INDOOR,Oz,1.2258105647715478,2.1168219968372752,Oz,0.9840883867385257,0.2417221780330221,1.4268534408867266,aperiodic_shift_positive
PLANT_KINGDOM_INDOOR,O2,1.1550952040894673,2.0856290947911065,O2,0.7254856961287508,0.4296095079607165,2.5359270285396005,aperiodic_shift_positive
PLANT_KINGDOM_INDOOR,PO10,1.3250304043886536,2.0855168290268544,PO10,0.8239332275485578,0.5010971768400958,2.9579091037945178,aperiodic_shift_positive
PLANT_KINGDOM_INDOOR,P8,1.468628883842135,2.4473844280987054,P8,1.2461263010520673,0.22250258279006774,1.3134027603243779,aperiodic_shift_positive
PLANT_KINGDOM_INDOOR,P4,1.441334897502698,2.5172335638428645,P4,1.4133338191413827,0.02800107836131538,0.16528659196064172,aperiodic_shift_neutral
PLANT_KINGDOM_INDOOR,CP2,1.4728862191917156,2.4838649754309503,CP2,1.4268721540007234,0.04601406519099216,0.27161482566975725,aperiodic_shift_neutral
PLANT_KINGDOM_INDOOR,CP6,1.4456211764948865,2.4210297951426663,CP6,1.401674353476725,0.04394682301816144,0.2594121737184468,aperiodic_shift_neutral
PLANT_KINGDOM_INDOOR,T8,1.4933713382051548,2.3904920759530435,T8,1.632137193806401,-0.13876585560124632,-0.8191161446310485,aperiodic_shift_neutral
PLANT_KINGDOM_INDOOR,FT10,1.3525571737715438,2.0088423626466425,FT10,1.6662365146873392,-0.3136793409157954,-1.8516068759716344,aperiodic_shift_negative
PLANT_KINGDOM_INDOOR,FC6,1.3170018368090257,2.242374385977411,FC6,1.4912923751517633,-0.17429053834273756,-1.0288135593183405,aperiodic_shift_negative
PLANT_KINGDOM_INDOOR,C4,1.3869439607889873,2.4139611568062174,C4,1.609632280645072,-0.22268831985608473,-1.3144991411939493,aperiodic_shift_negative
PLANT_KINGDOM_INDOOR,FC2,1.3043293658671118,1.9408969130563343,FC2,1.4090647784668038,-0.10473541259969199,-0.618239025755204,aperiodic_shift_neutral
PLANT_KINGDOM_INDOOR,F4,1.2690029553703743,2.1902106416974063,F4,1.5918453185573416,-0.32284236318696724,-1.9056949615702887,aperiodic_shift_negative
PLANT_KINGDOM_INDOOR,F8,1.2327073346544293,2.050125518973944,F8,1.460919067490438,-0.2282117328360087,-1.347103103643627,aperiodic_shift_negative
PLANT_KINGDOM_INDOOR,Fp2,1.0747043599080237,2.0002189299061715,Fp2,1.4012573062389528,-0.32655294633092913,-1.9275980338069414,aperiodic_shift_negative
